"";"X";"openalex_id";"journal_name";"publication_year";"osf_links";"git_links";"has_osf";"has_git";"has_any_link";"all_osf_links_clean";"all_git_links_clean"
"9192";10130;"W4408656186";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9193";10131;"W4408658401";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9194";10132;"W4408656518";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9195";10133;"W4408656572";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9196";10134;"W4408658221";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9197";10135;"W4408620141";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9198";10136;"W4408616230";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9199";10137;"W4408620076";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9200";10138;"W4408620294";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9201";10139;"W4408619094";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9202";10140;"W4408619487";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9203";10141;"W4408620419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9204";10142;"W4408656474";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9205";10143;"W4408656546";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9206";10144;"W4408548733";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9207";10145;"W4408572481";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9208";10146;"W4408571883";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9209";10147;"W4408620069";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9210";10148;"W4408571868";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9211";10149;"W4408524224";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9212";10150;"W4408504122";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9213";10151;"W4408504047";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9214";10152;"W4408504074";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9215";10153;"W4408504100";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9216";10154;"W4408504098";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9217";10155;"W4408460252";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9218";10156;"W4408443255";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9219";10157;"W4408442757";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9220";10158;"W4408443385";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9221";10159;"W4408453452";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9222";10160;"W4408454459";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9223";10161;"W4408410518";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9224";10162;"W4408410419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9225";10163;"W4408414859";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9226";10164;"W4408414869";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9227";10165;"W4408405214";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9228";10166;"W4408366012";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9229";10167;"W4408372947";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9230";10168;"W4408414442";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9231";10169;"W4408366870";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9232";10170;"W4408302972";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9233";10171;"W4408302984";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9234";10172;"W4408307797";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9235";10173;"W4408302862";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9236";10174;"W4408307882";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9237";10175;"W4408302824";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9238";10176;"W4408302947";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9239";10177;"W4408302848";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9240";10178;"W4408302879";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9241";10179;"W4408291665";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9242";10180;"W4408286740";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9243";10181;"W4408291609";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9244";10182;"W4408286741";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9245";10183;"W4408286538";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9246";10184;"W4408292036";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9247";10185;"W4408291606";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9248";10186;"W4408292767";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9249";10187;"W4408291687";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9250";10188;"W4408292056";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9251";10189;"W4408170563";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9252";10190;"W4408226295";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9253";10191;"W4408170536";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9254";10192;"W4408170581";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9255";10193;"W4408187417";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9256";10194;"W4408197801";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9257";10195;"W4408197850";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9258";10196;"W4408160409";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9259";10197;"W4408215740";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9260";10198;"W4408157233";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9261";10199;"W4408124758";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9262";10200;"W4408124340";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9263";10201;"W4408123693";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9264";10202;"W4408124336";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9265";10203;"W4408124346";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9266";10204;"W4408150225";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9267";10205;"W4408123682";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9268";10206;"W4408124506";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9269";10207;"W4408126800";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9270";10208;"W4408150718";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9271";10209;"W4408109419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9272";10210;"W4408114480";"Education Sciences";2025;"osf.io/umq6f";NA;TRUE;FALSE;TRUE;"osf.io/umq6f";NA
"9273";10211;"W4408114264";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9274";10212;"W4408114239";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9275";10213;"W4408114808";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9276";10214;"W4408114677";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9277";10215;"W4408114811";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9278";10216;"W4408114831";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9279";10217;"W4408034572";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9280";10218;"W4408053268";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9281";10219;"W4408034558";"Education Sciences";2025;"osf.io/68swc";NA;TRUE;FALSE;TRUE;"osf.io/68swc";NA
"9282";10220;"W4408034555";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9283";10221;"W4408014860";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9284";10222;"W4407991949";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9285";10223;"W4407998712";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9286";10224;"W4408011775";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9287";10225;"W4407998596";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9288";10226;"W4407998546";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9289";10227;"W4407977530";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9290";10228;"W4407976768";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9291";10229;"W4407973277";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9292";10230;"W4407954995";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9293";10231;"W4407972583";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9294";10232;"W4407972695";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9295";10233;"W4407976535";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9296";10234;"W4407976518";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9297";10235;"W4407919466";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9298";10236;"W4407943189";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9299";10237;"W4407943222";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9300";10238;"W4407901737";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9301";10239;"W4407905886";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9302";10240;"W4407905894";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9303";10241;"W4407903667";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9304";10242;"W4407905791";"Education Sciences";2025;"osf.io/q5zpt/? view_only=423b0c98800d439fb247dd5aea6e3d93";NA;TRUE;FALSE;TRUE;"osf.io/q5zpt/? view_only=423b0c98800d439fb247dd5aea6e3d93";NA
"9305";10243;"W4407905899";"Education Sciences";2025;NA;"mining/machine";FALSE;TRUE;TRUE;NA;"mining/machine"
"9306";10244;"W4407907008";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9307";10245;"W4407875061";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9308";10246;"W4407905786";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9309";10247;"W4407875099";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9310";10248;"W4407842395";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9311";10249;"W4407807722";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9312";10250;"W4407807792";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9313";10251;"W4407814691";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9314";10252;"W4407846462";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9315";10253;"W4407814371";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9316";10254;"W4407842364";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9317";10255;"W4407765932";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9318";10256;"W4407790331";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9319";10257;"W4407789540";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9320";10258;"W4407748705";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9321";10259;"W4407743445";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9322";10260;"W4407741083";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9323";10261;"W4407748717";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9324";10262;"W4407710203";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9325";10263;"W4407694742";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9326";10264;"W4407658556";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9327";10265;"W4407623248";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9328";10266;"W4407623306";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9329";10267;"W4407659436";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9330";10268;"W4407658497";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9331";10269;"W4407659222";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9332";10270;"W4407585869";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9333";10271;"W4407561040";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9334";10272;"W4407658808";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9335";10273;"W4407564960";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9336";10274;"W4407565107";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9337";10275;"W4407585664";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9338";10276;"W4407527232";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9339";10277;"W4407553916";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9340";10278;"W4407516627";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9341";10279;"W4407530247";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9342";10280;"W4407549232";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9343";10281;"W4407563808";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9344";10282;"W4407406742";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9345";10283;"W4407369817";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9346";10284;"W4407370458";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9347";10285;"W4407369901";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9348";10286;"W4407370419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9349";10287;"W4407296338";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9350";10288;"W4407296209";"Education Sciences";2025;"OSF.IO/KEMYS";NA;TRUE;FALSE;TRUE;"osf.io/kemys";NA
"9351";10289;"W4407296339";"Education Sciences";2025;NA;"https://github.com/ed-tech-at/CollectiveGPT";FALSE;TRUE;TRUE;NA;"github.com/ed-tech-at/collectivegpt"
"9352";10290;"W4407296201";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9353";10291;"W4407296312";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9354";10292;"W4407252246";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9355";10293;"W4407190124";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9356";10294;"W4407191050";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9357";10295;"W4407196110";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9358";10296;"W4407222201";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9359";10297;"W4407152408";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9360";10298;"W4407150312";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9361";10299;"W4407152240";"Education Sciences";2025;"osf.io/uf5pc/? view_only=efee3a88bc4f4768b160c98cda11e9e4";NA;TRUE;FALSE;TRUE;"osf.io/uf5pc/? view_only=efee3a88bc4f4768b160c98cda11e9e4";NA
"9362";10300;"W4407150307";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9363";10301;"W4407150829";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9364";10302;"W4407190857";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9365";10303;"W4407141268";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9366";10304;"W4407134766";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9367";10305;"W4407098243";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9368";10306;"W4407106629";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9369";10307;"W4407106271";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9370";10308;"W4407105586";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9371";10309;"W4407106750";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9372";10310;"W4407106014";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9373";10311;"W4407106128";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9374";10312;"W4407106048";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9375";10313;"W4407106687";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9376";10314;"W4407007572";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9377";10315;"W4407030876";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9378";10316;"W4406991770";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9379";10317;"W4406905120";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9380";10318;"W4406843010";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9381";10319;"W4406842846";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9382";10320;"W4406842750";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9383";10321;"W4406842864";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9384";10322;"W4406842754";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9385";10323;"W4406843050";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9386";10324;"W4406843081";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9387";10325;"W4406804344";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9388";10326;"W4406801035";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9389";10327;"W4406802063";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9390";10328;"W4406800913";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9391";10329;"W4406805211";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9392";10330;"W4406795932";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9393";10331;"W4406800846";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9394";10332;"W4406805313";"Education Sciences";2025;NA;"https://github.com/etocto/MMU-PER/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/D_Gobierno||https://github.com/etocto/MMU-PER/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/D_Talento||https://github.com/etocto/MMU-PER/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/D_Recursos||https://github.com/etocto/MMU-PER/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/D_Resultados.xlsx||https://github.com/etocto/Data-availability---MMU-PE";FALSE;TRUE;TRUE;NA;"github.com/etocto/mmu-per/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/d_gobierno; https://github.com/etocto/mmu-per/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/d_talento; https://github.com/etocto/mmu-per/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/d_recursos; https://github.com/etocto/mmu-per/blob/1dabec6bee421e13f2a89327c79dc37c062d56dc/d_resultados.xlsx; https://github.com/etocto/data-availability---mmu-pe"
"9395";10333;"W4406782188";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9396";10334;"W4406756835";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9397";10335;"W4406767067";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9398";10336;"W4406767574";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9399";10337;"W4406767022";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9400";10338;"W4406757216";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9401";10339;"W4406767082";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9402";10340;"W4406766385";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9403";10341;"W4406760619";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9404";10342;"W4406757699";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9405";10343;"W4406767024";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9406";10344;"W4406767157";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9407";10345;"W4406765474";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9408";10346;"W4406707192";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9409";10347;"W4406693061";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9410";10348;"W4406703483";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9411";10349;"W4406703148";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9412";10350;"W4406703325";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9413";10351;"W4406703724";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9414";10352;"W4406707419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9415";10353;"W4406686240";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9416";10354;"W4406668803";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9417";10355;"W4406663431";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9418";10356;"W4406689617";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9419";10357;"W4406663466";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9420";10358;"W4406664419";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9421";10359;"W4406673564";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9422";10360;"W4406677023";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9423";10361;"W4406624572";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9424";10362;"W4406619056";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9425";10363;"W4406624369";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9426";10364;"W4406624372";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9427";10365;"W4406624639";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9428";10366;"W4406624665";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9429";10367;"W4406628572";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9430";10368;"W4406624128";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9431";10369;"W4406628658";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9432";10370;"W4406526633";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9433";10371;"W4406526468";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9434";10372;"W4406697676";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9435";10373;"W4406462386";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9436";10374;"W4406463026";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9437";10375;"W4406462177";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9438";10376;"W4406462612";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9439";10377;"W4406462671";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9440";10378;"W4406397636";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9441";10379;"W4406397972";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9442";10380;"W4406397940";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9443";10381;"W4406397647";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9444";10382;"W4406397751";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
"9445";10383;"W4406422660";"Education Sciences";2025;NA;NA;FALSE;FALSE;FALSE;NA;NA
